Row ID,Order ID,Seperated  Order Year ,Seperated Order ID,Order Date,Ship Date,Date Difference (Ship Date - Order Date),Ship Mode,Customer ID,Derived Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue
2161,CA-2016-141019,2016,141019,14-05-16,14-05-16,0,Same Day,LH-17155,17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",$79.38 ,1,20%,$29.77 ,$49.62 
2162,CA-2016-101938,2016,101938,07-01-16,12-01-16,5,Standard Class,DW-13480,13480,Dianna Wilson,Home Office,United States,Oakland,California,94601,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$34.58 ,1,0%,$10.03 ,$24.55 
2163,CA-2017-166296,2017,166296,13-03-17,19-03-17,6,Standard Class,KF-16285,16285,Karen Ferguson,Home Office,United States,Manteca,California,95336,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,$314.55 ,3,0%,$150.98 ,$490.70 
2164,CA-2016-154018,2016,154018,13-10-16,19-10-16,6,Standard Class,HA-14920,14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$191.98 ,3,20%,$24.00 ,$503.94 
2165,CA-2016-154018,2016,154018,13-10-16,19-10-16,6,Standard Class,HA-14920,14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,$8.29 ,2,20%,$3.00 ,$10.57 
2166,CA-2016-154018,2016,154018,13-10-16,19-10-16,6,Standard Class,HA-14920,14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",$139.92 ,5,60%,($150.41),"$1,451.67 "
2167,CA-2016-154018,2016,154018,13-10-16,19-10-16,6,Standard Class,HA-14920,14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334,$15.87 ,1,20%,$1.19 ,$14.68 
2168,CA-2016-154018,2016,154018,13-10-16,19-10-16,6,Standard Class,HA-14920,14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$6.29 ,7,80%,($11.00),$121.01 
2169,CA-2017-117870,2017,117870,27-01-17,30-01-17,3,Second Class,JH-15820,15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,$14.02 ,3,20%,$1.75 ,$36.79 
2170,CA-2017-117870,2017,117870,27-01-17,30-01-17,3,Second Class,JH-15820,15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,$71.98 ,3,20%,($9.00),$242.92 
2171,CA-2017-117870,2017,117870,27-01-17,30-01-17,3,Second Class,JH-15820,15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$107.98 ,3,40%,($27.00),$404.93 
2172,US-2017-137491,2017,137491,19-11-17,25-11-17,6,Standard Class,LC-16930,16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",$305.31 ,2,30%,($8.72),$628.07 
2173,CA-2014-152296,2014,152296,01-08-14,03-08-14,2,First Class,IL-15100,15100,Ivan Liston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,$19.75 ,3,20%,$6.91 ,$38.52 
2174,CA-2016-112025,2016,112025,30-07-16,04-08-16,5,Standard Class,LS-16975,16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$9.26 ,3,80%,($13.90),$69.48 
2175,CA-2015-132507,2015,132507,30-07-15,03-08-15,4,Second Class,CC-12610,12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$61.79 ,4,20%,$6.18 ,$222.45 
2176,CA-2016-125738,2016,125738,15-10-16,21-10-16,6,Standard Class,PB-18805,18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,$45.68 ,2,0%,$21.01 ,$49.33 
2177,CA-2016-125738,2016,125738,15-10-16,21-10-16,6,Standard Class,PB-18805,18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,$60.12 ,9,0%,$28.86 ,$281.36 
2178,CA-2016-125738,2016,125738,15-10-16,21-10-16,6,Standard Class,PB-18805,18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$41.72 ,5,20%,$13.04 ,$143.41 
2179,CA-2016-125738,2016,125738,15-10-16,21-10-16,6,Standard Class,PB-18805,18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",$71.60 ,8,0%,$32.94 ,$309.31 
2180,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$85.23 ,7,20%,$30.90 ,$380.35 
2181,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$44.40 ,3,0%,$22.20 ,$66.60 
2182,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,$442.76 ,4,10%,$59.04 ,"$1,534.92 "
2183,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,"$3,999.95 ",5,0%,"$1,159.99 ","$14,199.82 "
2184,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$199.95 ,5,0%,$21.99 ,$889.78 
2185,CA-2016-128818,2016,128818,07-05-16,11-05-16,4,Standard Class,CJ-12010,12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,$63.68 ,8,0%,$28.02 ,$285.29 
2186,CA-2017-124576,2017,124576,01-08-17,04-08-17,3,Second Class,HK-14890,14890,Heather Kirkland,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$54.90 ,2,20%,$18.53 ,$72.74 
2187,CA-2016-101378,2016,101378,14-07-16,14-07-16,0,Same Day,RH-19600,19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,$29.00 ,2,0%,$7.25 ,$43.50 
2188,CA-2017-143063,2017,143063,10-08-17,15-08-17,5,Standard Class,IL-15100,15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,$70.08 ,6,0%,$35.04 ,$210.24 
2189,CA-2017-143063,2017,143063,10-08-17,15-08-17,5,Standard Class,IL-15100,15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$121.30 ,2,0%,$25.47 ,$191.65 
2190,CA-2017-143063,2017,143063,10-08-17,15-08-17,5,Standard Class,IL-15100,15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,"$1,454.49 ",9,0%,$378.17 ,"$9,686.90 "
2191,CA-2016-118913,2016,118913,25-06-16,29-06-16,4,Standard Class,AS-10240,10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,$60.81 ,3,0%,$17.03 ,$131.35 
2192,CA-2016-128412,2016,128412,10-12-16,17-12-16,7,Standard Class,AP-10915,10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$153.55 ,3,20%,$51.82 ,$305.18 
2193,CA-2016-128412,2016,128412,10-12-16,17-12-16,7,Standard Class,AP-10915,10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$65.34 ,3,0%,$22.87 ,$127.41 
2194,CA-2016-128412,2016,128412,10-12-16,17-12-16,7,Standard Class,AP-10915,10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,$123.92 ,4,0%,$55.76 ,$272.62 
2195,CA-2016-128412,2016,128412,10-12-16,17-12-16,7,Standard Class,AP-10915,10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$35.10 ,3,0%,$12.29 ,$68.45 
2196,CA-2016-128412,2016,128412,10-12-16,17-12-16,7,Standard Class,AP-10915,10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$44.75 ,5,0%,$8.50 ,$181.24 
2197,CA-2016-136483,2016,136483,01-12-16,06-12-16,5,Standard Class,AG-10390,10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,$4.70 ,2,20%,$0.41 ,$8.58 
2198,CA-2014-163013,2014,163013,28-11-14,04-12-14,6,Standard Class,BF-11080,11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,$14.67 ,3,0%,$3.96 ,$32.13 
2199,CA-2015-135363,2015,135363,28-03-15,02-04-15,5,Standard Class,CK-12205,12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,$15.55 ,3,20%,$5.44 ,$30.33 
2200,CA-2015-135363,2015,135363,28-03-15,02-04-15,5,Standard Class,CK-12205,12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,$5.23 ,1,20%,$1.70 ,$3.53 
2201,US-2014-165659,2014,165659,01-06-14,06-06-14,5,Standard Class,LT-17110,17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$22.20 ,6,0%,$9.10 ,$78.59 
2202,US-2014-165659,2014,165659,01-06-14,06-06-14,5,Standard Class,LT-17110,17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,$881.93 ,7,0%,$229.30 ,"$4,568.40 "
2203,CA-2015-138002,2015,138002,06-09-15,12-09-15,6,Standard Class,BT-11305,11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,$6.10 ,2,20%,$2.13 ,$7.92 
2204,CA-2015-138002,2015,138002,06-09-15,12-09-15,6,Standard Class,BT-11305,11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",$191.82 ,3,0%,$74.81 ,$351.03 
2205,CA-2015-128860,2015,128860,29-06-15,05-07-15,6,Standard Class,SC-20725,20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$20.10 ,1,20%,$1.76 ,$18.34 
2206,CA-2016-164350,2016,164350,10-09-16,12-09-16,2,Second Class,CG-12040,12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",$67.56 ,3,20%,$8.44 ,$177.35 
2207,US-2014-103905,2014,103905,14-07-14,20-07-14,6,Standard Class,AW-10930,10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,$29.93 ,7,80%,($46.39),$534.29 
2208,US-2014-103905,2014,103905,14-07-14,20-07-14,6,Standard Class,AW-10930,10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$38.27 ,4,20%,$3.83 ,$137.78 
2209,CA-2015-129854,2015,129854,22-08-15,26-08-15,4,Standard Class,RB-19705,19705,Roger Barcio,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$16.52 ,4,0%,$7.60 ,$35.68 
2210,CA-2014-125556,2014,125556,14-11-14,16-11-14,2,Second Class,ML-17410,17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,$832.93 ,7,0%,$233.22 ,"$4,197.97 "
2211,CA-2014-125556,2014,125556,14-11-14,16-11-14,2,Second Class,ML-17410,17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$43.80 ,10,0%,$21.02 ,$227.76 
2212,CA-2016-162313,2016,162313,27-11-16,30-11-16,3,First Class,VB-21745,21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,$167.29 ,6,10%,$29.74 ,$825.31 
2213,CA-2017-107874,2017,107874,21-11-17,25-11-17,4,Standard Class,SW-20275,20275,Scott Williamson,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$27.42 ,1,0%,$11.24 ,$16.18 
2214,CA-2017-129378,2017,129378,01-10-17,02-10-17,1,First Class,NS-18505,18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$1.44 ,1,20%,$0.50 ,$0.94 
2215,CA-2017-129378,2017,129378,01-10-17,02-10-17,1,First Class,NS-18505,18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,$61.78 ,13,20%,$20.85 ,$532.05 
2216,CA-2017-129378,2017,129378,01-10-17,02-10-17,1,First Class,NS-18505,18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",$241.96 ,2,0%,$60.49 ,$362.94 
2217,CA-2017-129378,2017,129378,01-10-17,02-10-17,1,First Class,NS-18505,18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",$108.61 ,4,20%,$9.50 ,$396.42 
2218,CA-2014-151953,2014,151953,20-09-14,25-09-14,5,Standard Class,DB-13555,13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,$2.82 ,2,20%,$0.99 ,$3.66 
2219,CA-2017-130841,2017,130841,28-07-17,01-08-17,4,Standard Class,MH-17620,17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$9.98 ,4,20%,$3.62 ,$25.46 
2220,CA-2017-130841,2017,130841,28-07-17,01-08-17,4,Standard Class,MH-17620,17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,$14.98 ,1,0%,$4.19 ,$10.79 
2221,CA-2017-130841,2017,130841,28-07-17,01-08-17,4,Standard Class,MH-17620,17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"$1,145.60 ",4,20%,$100.24 ,"$4,181.44 "
2222,CA-2015-131884,2015,131884,06-12-15,06-12-15,0,Same Day,DK-13375,13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,$485.94 ,2,40%,($89.09),"$1,150.06 "
2223,CA-2015-131884,2015,131884,06-12-15,06-12-15,0,Same Day,DK-13375,13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,$37.38 ,8,20%,$4.67 ,$261.63 
2224,CA-2015-131884,2015,131884,06-12-15,06-12-15,0,Same Day,DK-13375,13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,$70.69 ,1,30%,($24.24),$94.92 
2225,CA-2017-121909,2017,121909,31-07-17,05-08-17,5,Standard Class,EA-14035,14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,$54.82 ,3,20%,$17.82 ,$111.00 
2226,CA-2016-106383,2016,106383,19-03-16,21-03-16,2,Second Class,BT-11440,11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",$72.29 ,1,70%,($98.80),$171.10 
2227,CA-2017-130771,2017,130771,29-07-17,03-08-17,5,Standard Class,LA-16780,16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,$2.90 ,2,20%,$0.47 ,$4.85 
2228,CA-2017-130771,2017,130771,29-07-17,03-08-17,5,Standard Class,LA-16780,16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,$124.79 ,1,20%,$15.60 ,$109.19 
2229,CA-2016-139157,2016,139157,01-10-16,05-10-16,4,Standard Class,GM-14680,14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",$330.59 ,1,40%,($115.71),$446.29 
2230,CA-2014-128055,2014,128055,31-03-14,05-04-14,5,Standard Class,AA-10315,10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,$673.57 ,2,20%,$252.59 ,$841.96 
2231,CA-2014-128055,2014,128055,31-03-14,05-04-14,5,Standard Class,AA-10315,10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$52.98 ,2,0%,$14.83 ,$76.29 
2232,CA-2017-157091,2017,157091,26-06-17,01-07-17,5,Standard Class,DB-13405,13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,$526.45 ,5,0%,$31.59 ,"$2,474.32 "
2233,CA-2017-132122,2017,132122,09-07-17,14-07-17,5,Standard Class,JH-15820,15820,John Huston,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,$228.92 ,5,20%,$14.31 ,"$1,073.06 "
2234,CA-2015-123232,2015,123232,14-12-15,16-12-15,2,Second Class,DJ-13630,13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,$319.97 ,4,20%,$36.00 ,"$1,135.89 "
2235,CA-2017-104066,2017,104066,05-12-17,10-12-17,5,Standard Class,QJ-19255,19255,Quincy Jones,Corporate,United States,Burlington,Vermont,05408,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,$205.03 ,7,0%,$67.66 ,$961.59 
2236,CA-2015-145849,2015,145849,15-09-15,17-09-15,2,Second Class,CT-11995,11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,$190.86 ,2,0%,$11.45 ,$358.82 
2237,CA-2015-145849,2015,145849,15-09-15,17-09-15,2,Second Class,CT-11995,11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,$24.32 ,8,0%,$8.27 ,$128.41 
2238,CA-2016-122322,2016,122322,15-07-16,21-07-16,6,Standard Class,RH-19510,19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,$44.40 ,5,0%,$12.43 ,$159.84 
2239,CA-2017-166849,2017,166849,20-04-17,26-04-17,6,Standard Class,SJ-20125,20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,$44.40 ,2,60%,($52.17),$193.14 
2240,CA-2016-146633,2016,146633,15-11-16,17-11-16,2,Second Class,TG-21310,21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,016.79 ",1,20%,$381.30 ,$635.50 
2241,CA-2016-146633,2016,146633,15-11-16,17-11-16,2,Second Class,TG-21310,21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$38.14 ,7,20%,$13.35 ,$173.52 
2242,US-2016-126893,2016,126893,26-11-16,01-12-16,5,Standard Class,CT-11995,11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,$494.98 ,3,40%,($115.50),"$1,831.43 "
2243,CA-2017-103380,2017,103380,21-11-17,25-11-17,4,Standard Class,BF-11005,11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,$56.56 ,2,0%,$15.27 ,$82.58 
2244,CA-2017-103380,2017,103380,21-11-17,25-11-17,4,Standard Class,BF-11005,11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,$5.56 ,2,0%,$1.45 ,$8.23 
2245,CA-2017-103380,2017,103380,21-11-17,25-11-17,4,Standard Class,BF-11005,11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,$9.02 ,2,0%,$3.52 ,$11.00 
2246,CA-2017-103380,2017,103380,21-11-17,25-11-17,4,Standard Class,BF-11005,11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",$8.62 ,1,0%,$2.24 ,$6.38 
2247,CA-2017-103380,2017,103380,21-11-17,25-11-17,4,Standard Class,BF-11005,11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,$659.98 ,3,20%,$49.50 ,"$1,831.43 "
2248,CA-2015-116092,2015,116092,15-02-15,18-02-15,3,Second Class,JM-16195,16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,$13.36 ,2,0%,$6.41 ,$13.89 
2249,CA-2015-116092,2015,116092,15-02-15,18-02-15,3,Second Class,JM-16195,16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$41.72 ,5,20%,$13.04 ,$143.41 
2250,CA-2015-116092,2015,116092,15-02-15,18-02-15,3,Second Class,JM-16195,16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$11.52 ,5,20%,$4.18 ,$36.72 
2251,CA-2015-116092,2015,116092,15-02-15,18-02-15,3,Second Class,JM-16195,16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,$541.44 ,6,0%,$157.02 ,"$2,306.53 "
2252,CA-2015-116092,2015,116092,15-02-15,18-02-15,3,Second Class,JM-16195,16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,$19.44 ,3,0%,$9.33 ,$30.33 
2253,CA-2016-117849,2016,117849,15-04-16,17-04-16,2,Second Class,JK-16120,16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,$143.70 ,3,0%,$68.98 ,$224.17 
2254,CA-2015-169201,2015,169201,28-09-15,01-10-15,3,First Class,HG-14965,14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,$43.26 ,3,0%,$14.28 ,$86.95 
2255,CA-2015-169201,2015,169201,28-09-15,01-10-15,3,First Class,HG-14965,14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$43.56 ,2,0%,$15.25 ,$56.63 
